Readings, Start Timestamp, End Timestamp, Meter name, Great Dorm 2nd Floor Electric, Unit, kWh 
27.866786882888,2020-07-15 20:30:00,2020-07-15 20:50:00,,,,
26.2412506660977,2020-07-15 20:50:00,2020-07-15 21:10:00,,,,
25.8716428347181,2020-07-15 21:10:00,2020-07-15 21:30:00,,,,
23.3787869319385,2020-07-15 21:30:00,2020-07-15 21:50:00,,,,
22.3571442795614,2020-07-15 21:50:00,2020-07-15 22:10:00,,,,
23.3378241294191,2020-07-15 22:10:00,2020-07-15 22:30:00,,,,
21.1392435818072,2020-07-15 22:30:00,2020-07-15 22:50:00,,,,
18.4160671397914,2020-07-15 22:50:00,2020-07-15 23:10:00,,,,
17.5411379541533,2020-07-15 23:10:00,2020-07-15 23:30:00,,,,
18.8943322442972,2020-07-15 23:30:00,2020-07-15 23:50:00,,,,
16.6322180460002,2020-07-15 23:50:00,2020-07-16 00:10:00,,,,
18.6137356241543,2020-07-16 00:10:00,2020-07-16 00:30:00,,,,
17.4732774931574,2020-07-16 00:30:00,2020-07-16 00:50:00,,,,
20.4388959429421,2020-07-16 00:50:00,2020-07-16 01:10:00,,,,
18.7831250853873,2020-07-16 01:10:00,2020-07-16 01:30:00,,,,
17.3647134881307,2020-07-16 01:30:00,2020-07-16 01:50:00,,,,
19.7172976612291,2020-07-16 01:50:00,2020-07-16 02:10:00,,,,
19.7777654209666,2020-07-16 02:10:00,2020-07-16 02:30:00,,,,
21.6712141671477,2020-07-16 02:30:00,2020-07-16 02:50:00,,,,
22.0332742931595,2020-07-16 02:50:00,2020-07-16 03:10:00,,,,
20.7846719361173,2020-07-16 03:10:00,2020-07-16 03:30:00,,,,
21.853178959096,2020-07-16 03:30:00,2020-07-16 03:50:00,,,,
22.8827653433188,2020-07-16 03:50:00,2020-07-16 04:10:00,,,,
23.0140715983848,2020-07-16 04:10:00,2020-07-16 04:30:00,,,,
23.4551353418154,2020-07-16 04:30:00,2020-07-16 04:50:00,,,,
23.7594607030811,2020-07-16 04:50:00,2020-07-16 05:10:00,,,,
25.7165585572883,2020-07-16 05:10:00,2020-07-16 05:30:00,,,,
25.7789681533675,2020-07-16 05:30:00,2020-07-16 05:50:00,,,,
27.0553283388983,2020-07-16 05:50:00,2020-07-16 06:10:00,,,,
25.055298721735,2020-07-16 06:10:00,2020-07-16 06:30:00,,,,
27.110639314758,2020-07-16 06:30:00,2020-07-16 06:50:00,,,,
25.5836097778176,2020-07-16 06:50:00,2020-07-16 07:10:00,,,,
26.4643568470902,2020-07-16 07:10:00,2020-07-16 07:30:00,,,,
23.4970278719844,2020-07-16 07:30:00,2020-07-16 07:50:00,,,,
24.8650067417224,2020-07-16 07:50:00,2020-07-16 08:10:00,,,,
27.0023679352602,2020-07-16 08:10:00,2020-07-16 08:30:00,,,,
29.6277619878562,2020-07-16 08:30:00,2020-07-16 08:50:00,,,,
28.1275794717464,2020-07-16 08:50:00,2020-07-16 09:10:00,,,,
27.9740059833448,2020-07-16 09:10:00,2020-07-16 09:30:00,,,,
25.6793678209879,2020-07-16 09:30:00,2020-07-16 09:50:00,,,,
26.9687244086192,2020-07-16 09:50:00,2020-07-16 10:10:00,,,,
25.3105929067388,2020-07-16 10:10:00,2020-07-16 10:30:00,,,,
25.1346072041759,2020-07-16 10:30:00,2020-07-16 10:50:00,,,,
22.833157346491,2020-07-16 10:50:00,2020-07-16 11:10:00,,,,
24.9048914719047,2020-07-16 11:10:00,2020-07-16 11:30:00,,,,
22.5364666257711,2020-07-16 11:30:00,2020-07-16 11:50:00,,,,
24.2099233963893,2020-07-16 11:50:00,2020-07-16 12:10:00,,,,
23.3847253258219,2020-07-16 12:10:00,2020-07-16 12:30:00,,,,
21.459569692816,2020-07-16 12:30:00,2020-07-16 12:50:00,,,,
19.279732625374,2020-07-16 12:50:00,2020-07-16 13:10:00,,,,
16.5038344142824,2020-07-16 13:10:00,2020-07-16 13:30:00,,,,
17.6689123797294,2020-07-16 13:30:00,2020-07-16 13:50:00,,,,
20.0202179531038,2020-07-16 13:50:00,2020-07-16 14:10:00,,,,
17.5047465638005,2020-07-16 14:10:00,2020-07-16 14:30:00,,,,
19.6422821603702,2020-07-16 14:30:00,2020-07-16 14:50:00,,,,
18.5454990227239,2020-07-16 14:50:00,2020-07-16 15:10:00,,,,
20.9883246950758,2020-07-16 15:10:00,2020-07-16 15:30:00,,,,
19.2973441309123,2020-07-16 15:30:00,2020-07-16 15:50:00,,,,
18.3313872352264,2020-07-16 15:50:00,2020-07-16 16:10:00,,,,
20.3800667579544,2020-07-16 16:10:00,2020-07-16 16:30:00,,,,
19.6317689940376,2020-07-16 16:30:00,2020-07-16 16:50:00,,,,
21.9821067540395,2020-07-16 16:50:00,2020-07-16 17:10:00,,,,
20.367524706107,2020-07-16 17:10:00,2020-07-16 17:30:00,,,,
21.4198765391301,2020-07-16 17:30:00,2020-07-16 17:50:00,,,,
20.6929205249365,2020-07-16 17:50:00,2020-07-16 18:10:00,,,,
20.2061133453267,2020-07-16 18:10:00,2020-07-16 18:30:00,,,,
22.3395191265482,2020-07-16 18:30:00,2020-07-16 18:50:00,,,,
22.8328333787161,2020-07-16 18:50:00,2020-07-16 19:10:00,,,,
20.0384217471875,2020-07-16 19:10:00,2020-07-16 19:30:00,,,,
22.2462819312096,2020-07-16 19:30:00,2020-07-16 19:50:00,,,,
24.1337397261909,2020-07-16 19:50:00,2020-07-16 20:10:00,,,,
24.9109171432467,2020-07-16 20:10:00,2020-07-16 20:30:00,,,,
25.0266736188653,2020-07-16 20:30:00,2020-07-16 20:50:00,,,,
26.5267605754229,2020-07-16 20:50:00,2020-07-16 21:10:00,,,,
25.6351885613578,2020-07-16 21:10:00,2020-07-16 21:30:00,,,,
23.3645228028905,2020-07-16 21:30:00,2020-07-16 21:50:00,,,,
22.5752242546789,2020-07-16 21:50:00,2020-07-16 22:10:00,,,,
25.081525515394,2020-07-16 22:10:00,2020-07-16 22:30:00,,,,
25.5275408304362,2020-07-16 22:30:00,2020-07-16 22:50:00,,,,
24.2203420418029,2020-07-16 22:50:00,2020-07-16 23:10:00,,,,
25.3726896162142,2020-07-16 23:10:00,2020-07-16 23:30:00,,,,
22.8084919803964,2020-07-16 23:30:00,2020-07-16 23:50:00,,,,
24.8905954508765,2020-07-16 23:50:00,2020-07-17 00:10:00,,,,
26.2346204965495,2020-07-17 00:10:00,2020-07-17 00:30:00,,,,
27.6560033464929,2020-07-17 00:30:00,2020-07-17 00:50:00,,,,
26.1294715844584,2020-07-17 00:50:00,2020-07-17 01:10:00,,,,
24.96283811152,2020-07-17 01:10:00,2020-07-17 01:30:00,,,,
23.3136203546355,2020-07-17 01:30:00,2020-07-17 01:50:00,,,,
24.4821178008067,2020-07-17 01:50:00,2020-07-17 02:10:00,,,,
26.7299458607197,2020-07-17 02:10:00,2020-07-17 02:30:00,,,,
23.8091125668874,2020-07-17 02:30:00,2020-07-17 02:50:00,,,,
25.3490292685131,2020-07-17 02:50:00,2020-07-17 03:10:00,,,,
25.8520825339181,2020-07-17 03:10:00,2020-07-17 03:30:00,,,,
23.6503563405035,2020-07-17 03:30:00,2020-07-17 03:50:00,,,,
26.3868553444175,2020-07-17 03:50:00,2020-07-17 04:10:00,,,,
25.1265322473814,2020-07-17 04:10:00,2020-07-17 04:30:00,,,,
22.5903385646885,2020-07-17 04:30:00,2020-07-17 04:50:00,,,,
24.8016761458115,2020-07-17 04:50:00,2020-07-17 05:10:00,,,,
24.6202614332255,2020-07-17 05:10:00,2020-07-17 05:30:00,,,,
24.9665435365934,2020-07-17 05:30:00,2020-07-17 05:50:00,,,,
25.7092039860916,2020-07-17 05:50:00,2020-07-17 06:10:00,,,,
23.7371740750036,2020-07-17 06:10:00,2020-07-17 06:30:00,,,,
22.7333120024879,2020-07-17 06:30:00,2020-07-17 06:50:00,,,,
21.4475841149429,2020-07-17 06:50:00,2020-07-17 07:10:00,,,,
21.4085486763311,2020-07-17 07:10:00,2020-07-17 07:30:00,,,,
22.2257139000727,2020-07-17 07:30:00,2020-07-17 07:50:00,,,,
19.343086644927,2020-07-17 07:50:00,2020-07-17 08:10:00,,,,
18.306966316574,2020-07-17 08:10:00,2020-07-17 08:30:00,,,,
18.949335776587,2020-07-17 08:30:00,2020-07-17 08:50:00,,,,
21.6378826906277,2020-07-17 08:50:00,2020-07-17 09:10:00,,,,
21.7429776158674,2020-07-17 09:10:00,2020-07-17 09:30:00,,,,
19.3007454490868,2020-07-17 09:30:00,2020-07-17 09:50:00,,,,
20.9709318641755,2020-07-17 09:50:00,2020-07-17 10:10:00,,,,
23.9169227371165,2020-07-17 10:10:00,2020-07-17 10:30:00,,,,
21.9757046638047,2020-07-17 10:30:00,2020-07-17 10:50:00,,,,
19.1530479881744,2020-07-17 10:50:00,2020-07-17 11:10:00,,,,
20.3099529071724,2020-07-17 11:10:00,2020-07-17 11:30:00,,,,
18.0191343288353,2020-07-17 11:30:00,2020-07-17 11:50:00,,,,
19.1222555135575,2020-07-17 11:50:00,2020-07-17 12:10:00,,,,
21.3181223040284,2020-07-17 12:10:00,2020-07-17 12:30:00,,,,
18.3876977380114,2020-07-17 12:30:00,2020-07-17 12:50:00,,,,
18.895294182651,2020-07-17 12:50:00,2020-07-17 13:10:00,,,,
16.8477339415662,2020-07-17 13:10:00,2020-07-17 13:30:00,,,,
18.7471205782618,2020-07-17 13:30:00,2020-07-17 13:50:00,,,,
18.167415556209,2020-07-17 13:50:00,2020-07-17 14:10:00,,,,
18.6890526234429,2020-07-17 14:10:00,2020-07-17 14:30:00,,,,
16.4125376094045,2020-07-17 14:30:00,2020-07-17 14:50:00,,,,
16.6477892967811,2020-07-17 14:50:00,2020-07-17 15:10:00,,,,
16.6946997687923,2020-07-17 15:10:00,2020-07-17 15:30:00,,,,
14.5181842115605,2020-07-17 15:30:00,2020-07-17 15:50:00,,,,
15.2559515389883,2020-07-17 15:50:00,2020-07-17 16:10:00,,,,
15.6677027165637,2020-07-17 16:10:00,2020-07-17 16:30:00,,,,
17.268805361452,2020-07-17 16:30:00,2020-07-17 16:50:00,,,,
19.6720919185487,2020-07-17 16:50:00,2020-07-17 17:10:00,,,,
20.4625964861467,2020-07-17 17:10:00,2020-07-17 17:30:00,,,,
20.0790147220466,2020-07-17 17:30:00,2020-07-17 17:50:00,,,,
17.5213578427341,2020-07-17 17:50:00,2020-07-17 18:10:00,,,,
20.0770049012476,2020-07-17 18:10:00,2020-07-17 18:30:00,,,,
20.1162913173361,2020-07-17 18:30:00,2020-07-17 18:50:00,,,,
19.184866973575,2020-07-17 18:50:00,2020-07-17 19:10:00,,,,
21.9659252124253,2020-07-17 19:10:00,2020-07-17 19:30:00,,,,
19.6445918869278,2020-07-17 19:30:00,2020-07-17 19:50:00,,,,
18.3809725493623,2020-07-17 19:50:00,2020-07-17 20:10:00,,,,
20.1073362053697,2020-07-17 20:10:00,2020-07-17 20:30:00,,,,
21.5819896512875,2020-07-17 20:30:00,2020-07-17 20:50:00,,,,
24.2038013659936,2020-07-17 20:50:00,2020-07-17 21:10:00,,,,
27.042551613008,2020-07-17 21:10:00,2020-07-17 21:30:00,,,,
25.4923562581292,2020-07-17 21:30:00,2020-07-17 21:50:00,,,,
27.4694494433715,2020-07-17 21:50:00,2020-07-17 22:10:00,,,,
28.9119875168784,2020-07-17 22:10:00,2020-07-17 22:30:00,,,,
29.1778355333159,2020-07-17 22:30:00,2020-07-17 22:50:00,,,,
28.9232808029263,2020-07-17 22:50:00,2020-07-17 23:10:00,,,,
28.430604528231,2020-07-17 23:10:00,2020-07-17 23:30:00,,,,
27.6168698307394,2020-07-17 23:30:00,2020-07-17 23:50:00,,,,
26.5447297848066,2020-07-17 23:50:00,2020-07-18 00:10:00,,,,
24.1179574956392,2020-07-18 00:10:00,2020-07-18 00:30:00,,,,
26.421179901597,2020-07-18 00:30:00,2020-07-18 00:50:00,,,,
25.2119345528246,2020-07-18 00:50:00,2020-07-18 01:10:00,,,,
27.7992895543567,2020-07-18 01:10:00,2020-07-18 01:30:00,,,,
25.4039697911442,2020-07-18 01:30:00,2020-07-18 01:50:00,,,,
26.9199079764526,2020-07-18 01:50:00,2020-07-18 02:10:00,,,,
28.0771649761316,2020-07-18 02:10:00,2020-07-18 02:30:00,,,,
28.0359157712668,2020-07-18 02:30:00,2020-07-18 02:50:00,,,,
26.5243839439443,2020-07-18 02:50:00,2020-07-18 03:10:00,,,,
27.5318391869546,2020-07-18 03:10:00,2020-07-18 03:30:00,,,,
29.1449414901392,2020-07-18 03:30:00,2020-07-18 03:50:00,,,,
28.8037267922657,2020-07-18 03:50:00,2020-07-18 04:10:00,,,,
28.7014930506454,2020-07-18 04:10:00,2020-07-18 04:30:00,,,,
28.2426319837553,2020-07-18 04:30:00,2020-07-18 04:50:00,,,,
27.6748972608625,2020-07-18 04:50:00,2020-07-18 05:10:00,,,,
27.1847120721343,2020-07-18 05:10:00,2020-07-18 05:30:00,,,,
29.1999691977686,2020-07-18 05:30:00,2020-07-18 05:50:00,,,,
29.7646733885342,2020-07-18 05:50:00,2020-07-18 06:10:00,,,,
29.9787436812413,2020-07-18 06:10:00,2020-07-18 06:30:00,,,,
29.427025511663,2020-07-18 06:30:00,2020-07-18 06:50:00,,,,
29.790622126377,2020-07-18 06:50:00,2020-07-18 07:10:00,,,,
28.8463158928095,2020-07-18 07:10:00,2020-07-18 07:30:00,,,,
29.3793680997592,2020-07-18 07:30:00,2020-07-18 07:50:00,,,,
28.6267286436416,2020-07-18 07:50:00,2020-07-18 08:10:00,,,,
28.4837229952601,2020-07-18 08:10:00,2020-07-18 08:30:00,,,,
28.0786696863613,2020-07-18 08:30:00,2020-07-18 08:50:00,,,,
27.5666863316923,2020-07-18 08:50:00,2020-07-18 09:10:00,,,,
26.629648697492,2020-07-18 09:10:00,2020-07-18 09:30:00,,,,
28.5889695008004,2020-07-18 09:30:00,2020-07-18 09:50:00,,,,
29.2303755494326,2020-07-18 09:50:00,2020-07-18 10:10:00,,,,
28.5100962327565,2020-07-18 10:10:00,2020-07-18 10:30:00,,,,
29.7447179093417,2020-07-18 10:30:00,2020-07-18 10:50:00,,,,
29.5267564853706,2020-07-18 10:50:00,2020-07-18 11:10:00,,,,
28.4903627274405,2020-07-18 11:10:00,2020-07-18 11:30:00,,,,
27.1509635312675,2020-07-18 11:30:00,2020-07-18 11:50:00,,,,
24.3133166796892,2020-07-18 11:50:00,2020-07-18 12:10:00,,,,
26.3463194135331,2020-07-18 12:10:00,2020-07-18 12:30:00,,,,
23.5070424562661,2020-07-18 12:30:00,2020-07-18 12:50:00,,,,
21.4014674091424,2020-07-18 12:50:00,2020-07-18 13:10:00,,,,
24.3029597021691,2020-07-18 13:10:00,2020-07-18 13:30:00,,,,
26.1369490370608,2020-07-18 13:30:00,2020-07-18 13:50:00,,,,
27.9636444327326,2020-07-18 13:50:00,2020-07-18 14:10:00,,,,
28.8136409762469,2020-07-18 14:10:00,2020-07-18 14:30:00,,,,
27.2792044656829,2020-07-18 14:30:00,2020-07-18 14:50:00,,,,
26.9983781687497,2020-07-18 14:50:00,2020-07-18 15:10:00,,,,
25.5530636777409,2020-07-18 15:10:00,2020-07-18 15:30:00,,,,
22.8956634179236,2020-07-18 15:30:00,2020-07-18 15:50:00,,,,
25.7124443421723,2020-07-18 15:50:00,2020-07-18 16:10:00,,,,
25.5482607349078,2020-07-18 16:10:00,2020-07-18 16:30:00,,,,
26.5238087379192,2020-07-18 16:30:00,2020-07-18 16:50:00,,,,
25.8307712458582,2020-07-18 16:50:00,2020-07-18 17:10:00,,,,
27.869715892411,2020-07-18 17:10:00,2020-07-18 17:30:00,,,,
28.1813856803378,2020-07-18 17:30:00,2020-07-18 17:50:00,,,,
28.7491760936706,2020-07-18 17:50:00,2020-07-18 18:10:00,,,,
25.9179081840288,2020-07-18 18:10:00,2020-07-18 18:30:00,,,,
23.1435176520647,2020-07-18 18:30:00,2020-07-18 18:50:00,,,,
21.1076993639371,2020-07-18 18:50:00,2020-07-18 19:10:00,,,,
21.9675518497447,2020-07-18 19:10:00,2020-07-18 19:30:00,,,,
20.0080343001399,2020-07-18 19:30:00,2020-07-18 19:50:00,,,,
18.8732594937909,2020-07-18 19:50:00,2020-07-18 20:10:00,,,,
19.9777898038435,2020-07-18 20:10:00,2020-07-18 20:30:00,,,,
18.0109724188902,2020-07-18 20:30:00,2020-07-18 20:50:00,,,,
16.1234664871546,2020-07-18 20:50:00,2020-07-18 21:10:00,,,,
18.4775702418857,2020-07-18 21:10:00,2020-07-18 21:30:00,,,,
20.6080833783177,2020-07-18 21:30:00,2020-07-18 21:50:00,,,,
22.659127867003,2020-07-18 21:50:00,2020-07-18 22:10:00,,,,
24.7992987386391,2020-07-18 22:10:00,2020-07-18 22:30:00,,,,
22.9785154621996,2020-07-18 22:30:00,2020-07-18 22:50:00,,,,
20.9546214269438,2020-07-18 22:50:00,2020-07-18 23:10:00,,,,
21.1166371451227,2020-07-18 23:10:00,2020-07-18 23:30:00,,,,
20.2336652136907,2020-07-18 23:30:00,2020-07-18 23:50:00,,,,
22.4900099861868,2020-07-18 23:50:00,2020-07-19 00:10:00,,,,
23.3783281701461,2020-07-19 00:10:00,2020-07-19 00:30:00,,,,
25.7414094948438,2020-07-19 00:30:00,2020-07-19 00:50:00,,,,
23.6575006076947,2020-07-19 00:50:00,2020-07-19 01:10:00,,,,
25.2633558765112,2020-07-19 01:10:00,2020-07-19 01:30:00,,,,
22.9912805228067,2020-07-19 01:30:00,2020-07-19 01:50:00,,,,
21.9862051321671,2020-07-19 01:50:00,2020-07-19 02:10:00,,,,
21.3195351545527,2020-07-19 02:10:00,2020-07-19 02:30:00,,,,
23.5701315418163,2020-07-19 02:30:00,2020-07-19 02:50:00,,,,
24.4303918498952,2020-07-19 02:50:00,2020-07-19 03:10:00,,,,
24.5099905520659,2020-07-19 03:10:00,2020-07-19 03:30:00,,,,
23.6817811810182,2020-07-19 03:30:00,2020-07-19 03:50:00,,,,
23.0947837260473,2020-07-19 03:50:00,2020-07-19 04:10:00,,,,
21.1301291512664,2020-07-19 04:10:00,2020-07-19 04:30:00,,,,
18.2008412136802,2020-07-19 04:30:00,2020-07-19 04:50:00,,,,
16.7253504514536,2020-07-19 04:50:00,2020-07-19 05:10:00,,,,
16.6871856304113,2020-07-19 05:10:00,2020-07-19 05:30:00,,,,
18.5938387480481,2020-07-19 05:30:00,2020-07-19 05:50:00,,,,
18.8818654161961,2020-07-19 05:50:00,2020-07-19 06:10:00,,,,
20.4125159000015,2020-07-19 06:10:00,2020-07-19 06:30:00,,,,
21.2461565445056,2020-07-19 06:30:00,2020-07-19 06:50:00,,,,
23.6519331107866,2020-07-19 06:50:00,2020-07-19 07:10:00,,,,
21.442163577461,2020-07-19 07:10:00,2020-07-19 07:30:00,,,,
21.356398041711,2020-07-19 07:30:00,2020-07-19 07:50:00,,,,
18.5278667827985,2020-07-19 07:50:00,2020-07-19 08:10:00,,,,
20.0432945533699,2020-07-19 08:10:00,2020-07-19 08:30:00,,,,
21.4660582901711,2020-07-19 08:30:00,2020-07-19 08:50:00,,,,
21.0518179280887,2020-07-19 08:50:00,2020-07-19 09:10:00,,,,
21.1897622156578,2020-07-19 09:10:00,2020-07-19 09:30:00,,,,
19.7572562171697,2020-07-19 09:30:00,2020-07-19 09:50:00,,,,
18.3787821608499,2020-07-19 09:50:00,2020-07-19 10:10:00,,,,
15.5488974861717,2020-07-19 10:10:00,2020-07-19 10:30:00,,,,
15.5253660241616,2020-07-19 10:30:00,2020-07-19 10:50:00,,,,
16.3185155179274,2020-07-19 10:50:00,2020-07-19 11:10:00,,,,
17.2020076425914,2020-07-19 11:10:00,2020-07-19 11:30:00,,,,
16.0610576587705,2020-07-19 11:30:00,2020-07-19 11:50:00,,,,
14.5641442578209,2020-07-19 11:50:00,2020-07-19 12:10:00,,,,
13.8678656008312,2020-07-19 12:10:00,2020-07-19 12:30:00,,,,
14.9196476143932,2020-07-19 12:30:00,2020-07-19 12:50:00,,,,
13.5423521922834,2020-07-19 12:50:00,2020-07-19 13:10:00,,,,
15.6957729197088,2020-07-19 13:10:00,2020-07-19 13:30:00,,,,
15.9574586856399,2020-07-19 13:30:00,2020-07-19 13:50:00,,,,
14.8412537827558,2020-07-19 13:50:00,2020-07-19 14:10:00,,,,
17.0936752465413,2020-07-19 14:10:00,2020-07-19 14:30:00,,,,
15.7535988140352,2020-07-19 14:30:00,2020-07-19 14:50:00,,,,
18.5114134780733,2020-07-19 14:50:00,2020-07-19 15:10:00,,,,
20.2625594999921,2020-07-19 15:10:00,2020-07-19 15:30:00,,,,
17.5826947553241,2020-07-19 15:30:00,2020-07-19 15:50:00,,,,
19.7808353616589,2020-07-19 15:50:00,2020-07-19 16:10:00,,,,
19.6957964177895,2020-07-19 16:10:00,2020-07-19 16:30:00,,,,
18.569856196594,2020-07-19 16:30:00,2020-07-19 16:50:00,,,,
21.1516177736501,2020-07-19 16:50:00,2020-07-19 17:10:00,,,,
20.1427236541757,2020-07-19 17:10:00,2020-07-19 17:30:00,,,,
21.900944628849,2020-07-19 17:30:00,2020-07-19 17:50:00,,,,
19.6384201340637,2020-07-19 17:50:00,2020-07-19 18:10:00,,,,
20.0879217903905,2020-07-19 18:10:00,2020-07-19 18:30:00,,,,
19.8436308439166,2020-07-19 18:30:00,2020-07-19 18:50:00,,,,
21.026925379896,2020-07-19 18:50:00,2020-07-19 19:10:00,,,,
21.8396775109304,2020-07-19 19:10:00,2020-07-19 19:30:00,,,,
22.0876923635818,2020-07-19 19:30:00,2020-07-19 19:50:00,,,,
24.3205021010451,2020-07-19 19:50:00,2020-07-19 20:10:00,,,,
23.7972177179449,2020-07-19 20:10:00,2020-07-19 20:30:00,,,,
24.6060165391771,2020-07-19 20:30:00,2020-07-19 20:50:00,,,,
21.7942624175796,2020-07-19 20:50:00,2020-07-19 21:10:00,,,,
20.4727201874362,2020-07-19 21:10:00,2020-07-19 21:30:00,,,,
22.8169516621659,2020-07-19 21:30:00,2020-07-19 21:50:00,,,,
21.5187759493156,2020-07-19 21:50:00,2020-07-19 22:10:00,,,,
23.1779489332481,2020-07-19 22:10:00,2020-07-19 22:30:00,,,,
21.9606501901701,2020-07-19 22:30:00,2020-07-19 22:50:00,,,,
21.7509926567712,2020-07-19 22:50:00,2020-07-19 23:10:00,,,,
20.832085855747,2020-07-19 23:10:00,2020-07-19 23:30:00,,,,
18.0343979539817,2020-07-19 23:30:00,2020-07-19 23:50:00,,,,
17.4533720339244,2020-07-19 23:50:00,2020-07-20 00:10:00,,,,
15.5634355262953,2020-07-20 00:10:00,2020-07-20 00:30:00,,,,
12.8130690360954,2020-07-20 00:30:00,2020-07-20 00:50:00,,,,
10.4174985179,2020-07-20 00:50:00,2020-07-20 01:10:00,,,,
11.6585319453755,2020-07-20 01:10:00,2020-07-20 01:30:00,,,,
14.2830653508452,2020-07-20 01:30:00,2020-07-20 01:50:00,,,,
15.1975973290177,2020-07-20 01:50:00,2020-07-20 02:10:00,,,,
15.1720568825395,2020-07-20 02:10:00,2020-07-20 02:30:00,,,,
14.1125855375183,2020-07-20 02:30:00,2020-07-20 02:50:00,,,,
13.0019169207444,2020-07-20 02:50:00,2020-07-20 03:10:00,,,,
14.0581148587473,2020-07-20 03:10:00,2020-07-20 03:30:00,,,,
11.0625427517036,2020-07-20 03:30:00,2020-07-20 03:50:00,,,,
11.8910082008755,2020-07-20 03:50:00,2020-07-20 04:10:00,,,,
13.2435054749731,2020-07-20 04:10:00,2020-07-20 04:30:00,,,,
13.8243179696629,2020-07-20 04:30:00,2020-07-20 04:50:00,,,,
14.9503000780936,2020-07-20 04:50:00,2020-07-20 05:10:00,,,,
12.4134273713374,2020-07-20 05:10:00,2020-07-20 05:30:00,,,,
14.9832918277411,2020-07-20 05:30:00,2020-07-20 05:50:00,,,,
15.4460591771076,2020-07-20 05:50:00,2020-07-20 06:10:00,,,,
15.7110317127948,2020-07-20 06:10:00,2020-07-20 06:30:00,,,,
14.833370886094,2020-07-20 06:30:00,2020-07-20 06:50:00,,,,
17.4698876020937,2020-07-20 06:50:00,2020-07-20 07:10:00,,,,
19.1046350593143,2020-07-20 07:10:00,2020-07-20 07:30:00,,,,
17.762175999241,2020-07-20 07:30:00,2020-07-20 07:50:00,,,,
16.4135746376314,2020-07-20 07:50:00,2020-07-20 08:10:00,,,,
16.1959310860182,2020-07-20 08:10:00,2020-07-20 08:30:00,,,,
14.1251791323675,2020-07-20 08:30:00,2020-07-20 08:50:00,,,,
15.4236516264038,2020-07-20 08:50:00,2020-07-20 09:10:00,,,,
16.7516533112066,2020-07-20 09:10:00,2020-07-20 09:30:00,,,,
13.8785768895439,2020-07-20 09:30:00,2020-07-20 09:50:00,,,,
11.0275163426896,2020-07-20 09:50:00,2020-07-20 10:10:00,,,,
12.499942040178,2020-07-20 10:10:00,2020-07-20 10:30:00,,,,
13.129403407909,2020-07-20 10:30:00,2020-07-20 10:50:00,,,,
12.6550307566766,2020-07-20 10:50:00,2020-07-20 11:10:00,,,,
